App Name,App ID,Policy URL
homescapes,com.playrix.homescapes,https://www.playrix.com/privacy/index.html
videoplayer,video.player.videoplayer,https://inshotapp.com/website/XPlayer/policy2021.html
chat.project_chatter,com.sl.chat.project_chatter,http://sea-privacy.juyihuanqiu.com/gaga-privacy
templerun2,com.imangi.templerun2,http://imangistudios.com/privacy/privacy-policy.htm
il.hotvod,com.applicaster.il.hotvod,https://www.hot.net.il/heb/Products/hot/tv/
,com.mochi_chinese_flutter,https://www.mochidemy.com/privacy-and-policy/
automotive.taxibell,com.dena.automotive.taxibell,https://go.mo-t.com/privacy_app
cloudpc,com.xrcloud.cloudpc,https://www.xrcloud.com/policy/513.html
smartstudy.pinkfong123numbers_android_googlemarket,kr.co.smartstudy.pinkfong123numbers_android_googlemarket,http://www.smartstudy.co.kr/privacy/
Diaro,com.pixelcrater.Diaro,https://diaroapp.com/privacy-policy
hot,com.pro.hot,https://www.hotcoin.com/en_US/support/article?code=11675575043100673
chineseparents.gp,com.cig.chineseparents.gp,https://www.littoralgames.com/s/html/privacy/chineseparents.html
buildcores_android,com.buildcores.buildcores_android,https://github.com/HarshdeepKahlon/buildcores-public/blob/master/PrivacyPolicy.md
candycrushsodasaga,com.king.candycrushsodasaga,https://king.com/privacyPolicy
app,com.manualslib.app,https://www.manualslib.com/app/pp.pdf
miuudiary,com.miuustudio.miuudiary,https://miuunote.site/privacy-policy
android.music,com.apple.android.music,http://www.apple.com/legal/privacy/
township,com.playrix.township,https://www.playrix.com/privacy/index.html
onlinechat.android.video,com.comhub.onlinechat.android.video,https://comhubapp.net/privacy_policy.html
englandgolfapp,org.cleregolfhub.englandgolfapp,https://app.cleregolfhub.com/privacy-policy
mirror,com.apowersoft.mirror,https://www.apowersoft.com/privacy.html
ig,com.tencent.ig,http://pubgmobile.proximabeta.com/privacy.html
cash,com.squareup.cash,https://cash.app/legal/us/en-us/privacy
org,hecate.risefall.org,https://risefall.org/privacy_policy_for_hecate.html
memoir.write.diary,journal.notebook.memoir.write.diary,https://www.ascendik.com/privacy-policy/
gardenscapes,com.playrix.gardenscapes,https://www.playrix.com/privacy/index.html
mediaclient,com.netflix.mediaclient,http://www.netflix.com/privacy
android,com.dropbox.android,https://www.dropbox.com/privacy?mobile=1
textme,com.textmeinc.textme,http://api.textme-app.com/api/support/privacy-policy/android/
chinesesystem,com.pleco.chinesesystem,http://www.pleco.com/privacy.html
HomeOffice.ho2,uk.gov.HomeOffice.ho2,https://www.gov.uk/government/publications/personal-information-use-in-borders-immigration-and-citizenship/borders-immigration-and-citizenship-privacy-information-notice
cnfree,com.mosalingua.cnfree,https://www.mosalingua.com/app-privacy
eightballpool,com.miniclip.eightballpool,https://www.miniclip.com/privacy-policy
threedotscollectemall,and.lihuhu.threedotscollectemall,https://lihuhugames.com/privacy-policy/
EcbCricket,com.othermedia.EcbCricket,https://www.ecb.co.uk/privacy
HotFit,com.device.HotFit,http://1.waitfall123.sinaapp.com/public/DailyFit_g_ch.html
dayone,com.dayoneapp.dayone,https://dayoneapp.com/privacy
android.apps.maps,com.google.android.apps.maps,http://www.google.com/policies/privacy
tileclub,com.gamovation.tileclub,https://www.gamovation.com/legal/privacy-policy.html
callofduty.shooter,com.activision.callofduty.shooter,https://www.activision.com/legal/privacy-policy
english.american,com.funeasylearn.english.american,https://www.funeasylearn.com/privacy
sgameGlobal,com.levelinfinite.sgameGlobal,https://www.honorofkings.com/policy/privacy.html
offlinemaps,net.psyberia.offlinemaps,http://www.offline-maps.net/en/privacy
android,com.walmart.android,https://corporate.walmart.com/privacy-security/walmart-privacy-notice/walmart-app-privacy-notice-quick-links
appsales,net.tsapps.appsales,http://ts-apps.com/privacy/appsales/index.html
android.brand.hottable,com.ce.android.brand.hottable,https://hottable.incentivio.com/termsofuse_android.html
,com.tinder,https://policies.tinder.com/privacy
android,com.takimi.android,https://taimi.com/privacy-policy
omega,com.nike.omega,https://www.nike.com/help/a/privacy-global
DragonCity,es.socialpoint.DragonCity,https://legal.socialpoint.es/privacy
chineseexpert,com.xamisoft.chineseexpert,https://www.xamisoft.com/privacy-policy
ventocom.hofer,com.austrianapps.ventocom.hofer,https://www.hot.at/datenschutz
edu.chinese.hsk.exam,com.tika.edu.chinese.hsk.exam,https://pub.kaka.cn/agreement/privacy/hsk/index1.html
recorder,com.userlytics.recorder,https://resources.userlytics.com/en/terms-of-service-testers/
leaderboard.android,com.investors.leaderboard.android,https://www.investors.com/investors-business-daily-privacy-policy/
,game.allout,https://allout.game/privacy-policy
heyjapan,com.eup.heyjapan,http://eupgroup.net/apps/heyjapan/terms.html
,com.hellochinese,http://www.hellochinese.cc/privacy.html
pccreator2,com.ultraandre.pccreator2,https://creaty.me/pccreator2/privacy-policy.html
phoneasmic,com.totech.phoneasmic,https://sites.google.com/view/micstream-privacy-policy
italk.ja,com.atistudios.italk.ja,https://www.mondly.com/privacy
PCTycoon2,com.InsignisGames.PCTycoon2,https://doc-hosting.flycricket.io/pc-tycoon-2-privacy-policy/6016afd4-7e6d-4446-b0de-3aa18fc1ce45/privacy
ikea.app,com.ingka.ikea.app,https://www.ikea.com/gb/en/customer-service/privacy-policy/
studio.allinhole,com.homagames.studio.allinhole,https://www.homagames.com/privacy
funchinese,com.pumkin.funchinese,https://studycat.com/about/privacy-policy/
,jp.takoboto,http://www.takoboto.jp/privacypolicy/
shadowcloudgaming,com.blade.shadowcloudgaming,https://shadow.tech/privacy-policy
drops.learn.learning.speak.language.chinese.mandarin.hanzi.pinyin.words,com.languagedrops.drops.learn.learning.speak.language.chinese.mandarin.hanzi.pinyin.words,https://languagedrops.com/privacypolicy.html
teamviewer.market.mobile,com.teamviewer.teamviewer.market.mobile,https://www.teamviewer.com/apps-privacy-policy
rosebud,co.justimagine.rosebud,https://help.rosebud.app/about-us/privacy-policy
mirrorclient,com.kelocube.mirrorclient,https://superdisplay.app/help#privacy
diary.journal,com.zlq.diary.journal,https://diarynew-22d80.web.app/privacy_policy.html
android.AlipayGphone,com.eg.android.AlipayGphone,https://ds.alipay.com/fd-ig3hu7fu/index.html
ultimategolf,com.hypgames.ultimategolf,https://www.miniclip.com/privacy-policy
mobile.oldnavy,com.gap.mobile.oldnavy,https://www.gapinc.com/en-us/consumer-privacy-policy
miss.england,com.choicely.miss.england,https://www.missengland.info/privacy-policy/
uno,com.matteljv.uno,https://www.mattel163.com/jumperpp.html
ert,com.tixserve.ert,https://www.englandrugbytravel.com/privacy-policy/
FitbitMobile,com.fitbit.FitbitMobile,http://www.fitbit.com/privacy
hotvegas.slots.vegas.android.free,com.superluckycasino.hotvegas.slots.vegas.android.free,https://superfree.com/privacy-policy/
android,com.aa.android,https://www.aa.com/i18n/customer-service/support/privacy-policy.jsp
,com.truecaller,https://www.truecaller.com/privacy-policy
wabi.virtual_number,com.applaudsoft.wabi.virtual_number,https://www.wabi-app.com/wabi-privacy-policy/
diary,com.bigheadtechies.diary,https://medium.com/daybook/privacy-policy-and-terms-of-service-ba08df82c2a3
atve.androidtv.appletv,com.apple.atve.androidtv.appletv,https://www.apple.com/legal/privacy/en-ww/
android.apps.youtube.music,com.google.android.apps.youtube.music,http://www.google.com/intl/en/policies/privacy/
android.patriots,com.mobile.android.patriots,http://www.patriots.com/footer/privacy-policy
taoli,com.taoliweilai.taoli,https://taolihanyu.com/policies/privacy/en/
leaderboardmobile,com.regancloper.leaderboardmobile,https://www.leaderboardgolfapp.com/privacy
lobstermaniaslots,com.ksgmobileinc.lobstermaniaslots,https://www.lobstermaniaslots.com/privacy-policy
art.coloring.color.number.paint.wolf,com.pixel.art.coloring.color.number.paint.wolf,http://montiapp.com/coloring_games_privacy.html
japanresort,com.universalstudios.japanresort,https://www.nbcuniversal.com/privacy-policies/privacy-japanese?brandA=USJ&intake=Universal_Japan
android.TextNow,com.enflick.android.TextNow,https://www.textnow.com/legal/privacy
hot,si.ventocom.hot,https://www.hot.si/piskotki.html
golf.android,com.playdemic.golf.android,http://privacy.ea.com/en
tokyo.travel.guide,com.etips.tokyo.travel.guide,https://etips.com/privacy-policy/
app,com.journey.app,https://journey.cloud/policy
emmx,com.microsoft.emmx,https://go.microsoft.com/fwlink/?LinkId=521839
wh.thehotbev,com.tryperdiem.wh.thehotbev,https://www.tryperdiem.com/privacy-policy
learnjapaneselanguageguide,com.silvermoonapps.learnjapaneselanguageguide,https://www.luvlingua.com/privacy/privacypolicy_ja_free.html
boo,enterprises.dating.boo,https://boo.world/privacy-policy
kawaii.hotspring,co.imba.kawaii.hotspring,https://imba.co/policy.html
UKCupid,com.mingle.UKCupid,https://uk.innovatedating.com/privacy
,com.strava,https://www.strava.com/privacy
appli.hybrid,com.accor.appli.hybrid,https://all.accor.com/security-certificate/index.en.shtml
hotasana,com.fitnessmobileapps.hotasana,https://www.mindbodyonline.com/privacy-policy
android.apps.adm,com.google.android.apps.adm,http://www.google.com/policies/privacy
,com.superchinese,http://www.superchinese.com/site/privacy
gratitude,com.northstar.gratitude,https://fierce-nut-f17.notion.site/Gratitude-App-Privacy-Policy-40195d1e9f51499c82dc8f7d06ab2a1c
clashroyale,com.supercell.clashroyale,https://supercell.com/en/privacy-policy/
chinese,com.ihuman.chinese,https://www.ihuman.com/oversea/privacy.html
pcparts,com.boulla.pcparts,https://sites.google.com/view/pc-parts-new-privacy-policy/home
periodcalendar,com.popularapp.periodcalendar,https://simpledesign.ltd/privacy/my_calendar.html
mood,com.zerone.mood,https://www.xmzerone.com/about/moodprivacy.html
anyshare.gps,com.lenovo.anyshare.gps,https://web.wshareit.com/cdn/shareit/w/privacy/pr_en.html
fiereck.placar,br.com.fiereck.placar,https://tiagofiereck.github.io/Privacy_Policy-Scorebord.HTML
liukfree,co.spurry.liukfree,http://www.spurry.org/privacy/index.html
launcher,com.microsoft.launcher,http://go.microsoft.com/fwlink/?LinkId=248686
audiodiary,me.audiodiary.audiodiary,https://audiodiary.ai/pp.html
sms,com.texty.sms,https://mightytext.net/privacy
imdb.tv.mobile.app,com.amazon.imdb.tv.mobile.app,https://www.amazon.com/gp/help/customer/display.html?nodeId=201909010&pop-up=1
android.apps.googlevoice,com.google.android.apps.googlevoice,http://www.google.com/policies/privacy
chinese,com.funeasylearn.chinese,https://www.funeasylearn.com/privacy
xboxone.smartglass,com.microsoft.xboxone.smartglass,https://go.microsoft.com/fwlink/?LinkId=521839
mobile,com.ebay.mobile,https://www.ebay.com/help/policies/member-behaviour-policies/user-privacy-notice-privacy-policy?id=4260
DH18141,com.malauzai.DH18141,https://www.amnat.com/privacy-security/
diary.diarywithlock.diaryjournal.secretdiary,mydiary.journal.diary.diarywithlock.diaryjournal.secretdiary,https://mydiary-eb51d.web.app
campandtraveljapan,com.japancampers.campandtraveljapan,https://camp-and-travel-frontend.s3-ap-northeast-1.amazonaws.com/privacy_policy.html
securesms,org.thoughtcrime.securesms,https://signal.org/privacy
second.phone,com.bpmobile.second.phone,https://bpmob.com/secondphone_android/privacy/
chatgpt,com.openai.chatgpt,https://openai.com/policies/privacy-policy
kanaoriginlite,com.kevinzhow.kanaoriginlite,https://diary.producter.app/privacy_ko.html
italk.us,com.atistudios.italk.us,https://www.mondly.com/privacy
writeit.jpn,com.jernung.writeit.jpn,https://jernung.com/privacy
android,com.instagram.android,http://instagram.com/legal/privacy/
hookup.app,down.date.hookup.app,https://downapp.com/privacy
daily.mood.diarywithlock,diary.journal.daily.mood.diarywithlock,https://sites.google.com/view/mydiary-dailyjournal
browser,com.brave.browser,https://brave.com/privacy/
cctv,com.imib.cctv,https://www.cgtn.com/privacy
android,org.khanacademy.android,https://khanacademy.org/about/privacy-policy
android,org.khankids.android,https://www.khanacademy.org/kids/privacy-policy
,com.duolingo,https://www.duolingo.com/privacy
android.apps.classroom,com.google.android.apps.classroom,http://www.google.com/policies/privacy
,com.wonder,https://elevateapp.com/privacy
android,org.coursera.android,https://www.coursera.org/about/privacy
minecraftedu,com.mojang.minecraftedu,https://aka.ms/privacy
mobile.flutter,com.alison.mobile.flutter,https://alison.com/about/terms-of-use?privacy-policy
theteachingapp,com.educate.theteachingapp,https://pages.flycricket.io/educate-0/privacy.html
ixlmath,com.ixl.ixlmath,https://www.ixl.com/privacypolicy
android.h.intelligence,com.education.android.h.intelligence,http://www.gauthmath.com/policy
android,com.classdojo.android,http://www.classdojo.com/privacy
baby.toddler.kids.games.learning.activity,com.rvappstudios.baby.toddler.kids.games.learning.activity,http://www.rvappstudios.com/privacy_policy_ABC.php
mobile,org.edx.mobile,https://www.edx.org/edx-privacy-policy
vocabulary.vocab,com.word.vocabulary.vocab,https://wordsearchgamesinc.com/privacy-policy
photomath,com.microblink.photomath,https://photomath.com/privacypolicy
android.memrisecompanion,com.memrise.android.memrisecompanion,http://www.memrise.com/privacy/
quizletandroid,com.quizlet.quizletandroid,https://quizlet.com/privacy
kahoot.android,no.mobitroll.kahoot.android,https://kahoot.com/privacy-policy
literacy,com.duolingo.literacy,https://www.duolingo.com/abc-privacy
android,com.udemy.android,http://www.udemy.com/static/privacy
moodlemobile,com.moodle.moodlemobile,http://moodle.net/moodle-app-privacy/
,com.getmimo,https://mimo.org/privacy
paw,com.originatorkids.paw,https://www.pawpatrolacademy.com/app/privacy-policy/
,com.logicappkids,https://logiclike.com/en/docs/privacy-app
app,live.gosupernova.app,https://www.getsupernova.ai/privacy-policy
lingokids,es.monkimun.lingokids,https://lingokids.com/privacy-policy
aihomework,com.qianfan.aihomework,https://www.questionai.com/privacy-policy
,co.brainly,https://brainly.com/pages/privacy_policy
,com.hellotalk,https://www.hellotalk.com/privacy-policy
