app_id,policy_url
com.InsignisGames.PCTycoon2,https://doc-hosting.flycricket.io/pc-tycoon-2-privacy-policy/6016afd4-7e6d-4446-b0de-3aa18fc1ce45/privacy
com.ingka.ikea.app,https://www.ikea.com/gb/en/customer-service/privacy-policy/
com.homagames.studio.allinhole,https://www.homagames.com/privacy
com.pumkin.funchinese,https://studycat.com/about/privacy-policy/
jp.takoboto,http://www.takoboto.jp/privacypolicy/
com.blade.shadowcloudgaming,https://shadow.tech/privacy-policy
com.languagedrops.drops.learn.learning.speak.language.chinese.mandarin.hanzi.pinyin.words,https://languagedrops.com/privacypolicy.html
com.teamviewer.teamviewer.market.mobile,https://www.teamviewer.com/apps-privacy-policy
co.justimagine.rosebud,https://help.rosebud.app/about-us/privacy-policy
com.kelocube.mirrorclient,https://superdisplay.app/help#privacy
com.zlq.diary.journal,https://diarynew-22d80.web.app/privacy_policy.html
com.eg.android.AlipayGphone,https://ds.alipay.com/fd-ig3hu7fu/index.html
com.hypgames.ultimategolf,https://www.miniclip.com/privacy-policy
com.gap.mobile.oldnavy,https://www.gapinc.com/en-us/consumer-privacy-policy
com.choicely.miss.england,https://www.missengland.info/privacy-policy/
com.matteljv.uno,https://www.mattel163.com/jumperpp.html
com.tixserve.ert,https://www.englandrugbytravel.com/privacy-policy/
com.fitbit.FitbitMobile,http://www.fitbit.com/privacy
com.superluckycasino.hotvegas.slots.vegas.android.free,https://superfree.com/privacy-policy/
com.aa.android,https://www.aa.com/i18n/customer-service/support/privacy-policy.jsp
com.truecaller,https://www.truecaller.com/privacy-policy
com.applaudsoft.wabi.virtual_number,https://www.wabi-app.com/wabi-privacy-policy/
com.bigheadtechies.diary,https://medium.com/daybook/privacy-policy-and-terms-of-service-ba08df82c2a3
com.apple.atve.androidtv.appletv,https://www.apple.com/legal/privacy/en-ww/
com.google.android.apps.youtube.music,http://www.google.com/intl/en/policies/privacy/
com.mobile.android.patriots,http://www.patriots.com/footer/privacy-policy
com.taoliweilai.taoli,https://taolihanyu.com/policies/privacy/en/
com.regancloper.leaderboardmobile,https://www.leaderboardgolfapp.com/privacy
com.ksgmobileinc.lobstermaniaslots,https://www.lobstermaniaslots.com/privacy-policy
com.pixel.art.coloring.color.number.paint.wolf,http://montiapp.com/coloring_games_privacy.html
com.universalstudios.japanresort,https://www.nbcuniversal.com/privacy-policies/privacy-japanese?brandA=USJ&intake=Universal_Japan
com.enflick.android.TextNow,https://www.textnow.com/legal/privacy
si.ventocom.hot,https://www.hot.si/piskotki.html
com.playdemic.golf.android,http://privacy.ea.com/en
com.etips.tokyo.travel.guide,https://etips.com/privacy-policy/
com.journey.app,https://journey.cloud/policy
com.microsoft.emmx,https://go.microsoft.com/fwlink/?LinkId=521839
com.tryperdiem.wh.thehotbev,https://www.tryperdiem.com/privacy-policy
com.silvermoonapps.learnjapaneselanguageguide,https://www.luvlingua.com/privacy/privacypolicy_ja_free.html
enterprises.dating.boo,https://boo.world/privacy-policy
co.imba.kawaii.hotspring,https://imba.co/policy.html
com.mingle.UKCupid,https://uk.innovatedating.com/privacy
com.strava,https://www.strava.com/privacy
com.accor.appli.hybrid,https://all.accor.com/security-certificate/index.en.shtml
com.fitnessmobileapps.hotasana,https://www.mindbodyonline.com/privacy-policy
com.google.android.apps.adm,http://www.google.com/policies/privacy
com.superchinese,http://www.superchinese.com/site/privacy
com.northstar.gratitude,https://fierce-nut-f17.notion.site/Gratitude-App-Privacy-Policy-40195d1e9f51499c82dc8f7d06ab2a1c
com.supercell.clashroyale,https://supercell.com/en/privacy-policy/
com.ihuman.chinese,https://www.ihuman.com/oversea/privacy.html
com.boulla.pcparts,https://sites.google.com/view/pc-parts-new-privacy-policy/home
com.popularapp.periodcalendar,https://simpledesign.ltd/privacy/my_calendar.html
com.zerone.mood,https://www.xmzerone.com/about/moodprivacy.html
com.lenovo.anyshare.gps,https://web.wshareit.com/cdn/shareit/w/privacy/pr_en.html
br.com.fiereck.placar,https://tiagofiereck.github.io/Privacy_Policy-Scorebord.HTML
co.spurry.liukfree,http://www.spurry.org/privacy/index.html
com.microsoft.launcher,http://go.microsoft.com/fwlink/?LinkId=248686
me.audiodiary.audiodiary,https://audiodiary.ai/pp.html
com.texty.sms,https://mightytext.net/privacy
com.amazon.imdb.tv.mobile.app,https://www.amazon.com/gp/help/customer/display.html?nodeId=201909010&pop-up=1
com.google.android.apps.googlevoice,http://www.google.com/policies/privacy
com.funeasylearn.chinese,https://www.funeasylearn.com/privacy
com.microsoft.xboxone.smartglass,https://go.microsoft.com/fwlink/?LinkId=521839
com.ebay.mobile,https://www.ebay.com/help/policies/member-behaviour-policies/user-privacy-notice-privacy-policy?id=4260
com.malauzai.DH18141,https://www.amnat.com/privacy-security/
mydiary.journal.diary.diarywithlock.diaryjournal.secretdiary,https://mydiary-eb51d.web.app
com.japancampers.campandtraveljapan,https://camp-and-travel-frontend.s3-ap-northeast-1.amazonaws.com/privacy_policy.html
org.thoughtcrime.securesms,https://signal.org/privacy
com.bpmobile.second.phone,https://bpmob.com/secondphone_android/privacy/
com.openai.chatgpt,https://openai.com/policies/privacy-policy
com.kevinzhow.kanaoriginlite,https://diary.producter.app/privacy_ko.html
com.atistudios.italk.us,https://www.mondly.com/privacy
com.jernung.writeit.jpn,https://jernung.com/privacy
com.instagram.android,http://instagram.com/legal/privacy/
down.date.hookup.app,https://downapp.com/privacy
diary.journal.daily.mood.diarywithlock,https://sites.google.com/view/mydiary-dailyjournal
com.brave.browser,https://brave.com/privacy/
com.imib.cctv,https://www.cgtn.com/privacy
org.khanacademy.android,https://khanacademy.org/about/privacy-policy
org.khankids.android,https://www.khanacademy.org/kids/privacy-policy
com.duolingo,https://www.duolingo.com/privacy
com.google.android.apps.classroom,http://www.google.com/policies/privacy
com.wonder,https://elevateapp.com/privacy
org.coursera.android,https://www.coursera.org/about/privacy
com.mojang.minecraftedu,https://aka.ms/privacy
com.alison.mobile.flutter,https://alison.com/about/terms-of-use?privacy-policy
com.educate.theteachingapp,https://pages.flycricket.io/educate-0/privacy.html
com.ixl.ixlmath,https://www.ixl.com/privacypolicy
com.education.android.h.intelligence,http://www.gauthmath.com/policy
com.classdojo.android,http://www.classdojo.com/privacy
com.rvappstudios.baby.toddler.kids.games.learning.activity,http://www.rvappstudios.com/privacy_policy_ABC.php
org.edx.mobile,https://www.edx.org/edx-privacy-policy
com.word.vocabulary.vocab,https://wordsearchgamesinc.com/privacy-policy
com.microblink.photomath,https://photomath.com/privacypolicy
com.memrise.android.memrisecompanion,http://www.memrise.com/privacy/
com.quizlet.quizletandroid,https://quizlet.com/privacy
no.mobitroll.kahoot.android,https://kahoot.com/privacy-policy
com.duolingo.literacy,https://www.duolingo.com/abc-privacy
com.udemy.android,http://www.udemy.com/static/privacy
com.moodle.moodlemobile,http://moodle.net/moodle-app-privacy/
com.getmimo,https://mimo.org/privacy
com.originatorkids.paw,https://www.pawpatrolacademy.com/app/privacy-policy/
com.logicappkids,https://logiclike.com/en/docs/privacy-app
live.gosupernova.app,https://www.getsupernova.ai/privacy-policy
es.monkimun.lingokids,https://lingokids.com/privacy-policy
com.qianfan.aihomework,https://www.questionai.com/privacy-policy
co.brainly,https://brainly.com/pages/privacy_policy
com.hellotalk,https://www.hellotalk.com/privacy-policy
